Name,Country,Age,"Height, cm",Weight,Sex,Date of birth,Place of birth,Gold,Silver,Bronze,Total,Sport,Event
Lianne Tan,Belgium,21,160.0,57.0,F,11/20/1990,BILZEN,0,0,0,0,Badminton,Women's Singles
Vivian Tan,Australia,34,165.0,60.0,F,9/17/1977,Shanghai (CHN),0,0,0,0,Table Tennis,Women's Team
Wenling Tan,Italy,39,152.0,45.0,F,10/28/1972,HUNAN,0,0,0,0,Table Tennis,Women's Singles
Ya-Ting Tan,Taipei (Chinese Taipei),18,159.0,56.0,F,11/7/1993,HSINCHU,0,0,0,0,Archery,"Women's Individual, Women's Team"
Yuhan Tan,Belgium,25,182.0,75.0,M,4/21/1987,BILZEN,0,0,0,0,Badminton,Men's Singles
Zongliang Tan,People's Republic of China,40,179.0,86.0,M,10/29/1971,Shandong (CHN),0,0,0,0,Shooting,Men's 10m Air Pistol
Izuki Tanaka,Japan,20,167.0,60.0,F,4/7/1992,Iwate (JPN),0,0,0,0,Hockey,Women's Hockey
Toshiyuki Tanaka,Japan,27,170.0,65.0,M,2/2/1985,Fukuoka (JPN),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, MARQUIS DE PLESCOP"
Akzhurek Tanatarov,Kazakhstan,25,170.0,66.0,M,9/3/1986,Almaty (KAZ),0,0,0,0,Wrestling,Men's 66kg Freestyle
Liam Tancock,Great Britain,27,183.0,85.0,M,5/7/1985,Exeter (GBR),0,0,0,0,Swimming,"Men's 100m Backstroke, Men's 4x100m Medley Relay"
Chunling Tang,People's Republic of China,36,163.0,62.0,F,6/24/1976,Jilin (CHN),0,0,0,0,Hockey,Women's Hockey
Peng Tang,"Hong Kong, China",31,177.0,74.0,M,2/4/1981,Beijing (CHN),0,0,0,0,Table Tennis,"Men's Singles, Men's Team"
Wing Yung Tang,"Hong Kong, China",19,165.0,54.0,F,8/23/1992,United Kingdom (GBR),0,0,0,0,Swimming,Women's 10km Marathon
Yi Tang,People's Republic of China,19,177.0,70.0,F,1/8/1993,Shanghai (CHN),0,0,1,1,Swimming,"Women's 100m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay, Women's 4x100m Medley Relay"
Yik Chun Tang,"Hong Kong, China",26,177.0,67.0,M,6/23/1986,Hong Kong (HKG),0,0,0,0,Athletics,Men's 4 x 100m Relay
Takayuki Tanii,Japan,29,167.0,57.0,M,2/14/1983,NAMERIKAWA (JPN),0,0,0,0,Athletics,Men's 50km Race Walk
Napalai Tansai,Thailand,30,174.0,61.0,F,5/20/1982,CHON BURI (THA),0,0,0,0,Sailing,Women's RS-X
Li Tao,Singapore,22,160.0,58.0,F,1/10/1990,Hubei (CHN),0,0,0,0,Swimming,"Women's 100m Butterfly, Women's 100m Backstroke"
Anouer Taouerghi,Tunisia,28,178.0,77.0,M,8/17/1983,Tunis (TUN),0,0,0,0,Volleyball,Men's Volleyball
Alexandr Tarabrin,Kazakhstan,27,188.0,75.0,M,4/24/1985,Almaty (KAZ),0,0,0,0,Swimming,"Men's 100m Backstroke, Men's 200m Backstroke"
Romy Tarangul,Germany,24,160.0,52.0,F,10/19/1987,FRANKFURT/ODER (GER),0,0,0,0,Judo,Women's -52kg
Farzad Tarash,Australia,25,165.0,60.0,M,10/1/1986,Tehran (IRI),0,0,0,0,Wrestling,Men's 60kg Freestyle
Irina Tarasova,Russian Federation,25,179.0,115.0,F,4/15/1987,Vladimir Region (RUS),0,0,0,0,Athletics,Women's Shot Put
Yuliya Tarasova,Uzbekistan,26,174.0,66.0,F,3/13/1986,Tashkent (UZB),0,0,0,0,Athletics,Women's Long Jump
Marcin Tarczynski,Poland,21,190.0,84.0,M,9/10/1990,NOWY DWOR MAZOWIECKI (POL),0,0,0,0,Swimming,Men's 100m Backstroke
Matt Targett,Australia,26,198.0,90.0,M,12/24/1985,Chertsey (GBR),0,0,0,0,Swimming,"Men's 4x100m Freestyle Relay, Men's 4x100m Medley Relay"
Jeneba Tarmoh,United States of America,22,165.0,59.0,F,9/27/1989,Los Angeles (USA),0,0,0,0,Athletics,Women's 4 x 100m Relay
Roser Tarrago Aymerich,Spain,19,170.0,59.0,F,3/25/1993,Barcelona (ESP),0,0,0,0,Water Polo,Women's Water Polo
Davis Tarwater,United States of America,28,185.0,84.0,M,3/24/1984,Knoxville (USA),1,0,0,1,Swimming,Men's 4x200m Freestyle Relay
Hanna Tashpulatava,Belarus,24,169.0,61.0,F,10/21/1987,Pruzhany (BLR),0,0,0,0,Athletics,Women's 4 x 400m Relay
Sideris Tasiadis,Germany,22,179.0,79.0,M,5/7/1990,Augsburg (GER),0,1,0,1,Canoe Slalom,Men's Canoe Single (C1)
Gretta Taslakian,Lebanon,26,171.0,60.0,F,8/16/1985,Ghadir (LIB),0,0,0,0,Athletics,Women's 200m
Nugzar Tatalashvili,Georgia,22,180.0,73.0,M,3/20/1990,GORI (GEO),0,0,0,0,Judo,Men's -73kg
Ryo Tateishi,Japan,23,182.0,70.0,M,6/12/1989,Kanagawa (JPN),0,0,1,1,Swimming,"Men's 100m Breaststroke, Men's 200m Breaststroke"
Tetsuya Tateno,Japan,20,177.0,73.0,M,8/5/1991,KOGA (JPN),0,0,0,0,Athletics,Men's 400m Hurdles
Shannon Taylor,United States of America,25,173.0,66.0,F,12/25/1986,Milford (USA),0,0,0,0,Hockey,Women's Hockey
Artur Taymazov,Uzbekistan,33,175.0,120.0,M,7/20/1979,RUSSIA (RUS),0,0,0,0,Wrestling,Men's 120kg Freestyle
Elbek Tazhyieu,Belarus,26,160.0,55.0,M,1/7/1986,KENAGAS (UZB),0,0,0,0,Wrestling,Men's 55kg Greco-Roman
Elena Tchalykh,Azerbaijan,38,159.0,59.0,F,3/25/1974,ALTAY (RUS),0,0,0,0,Cycling - Road,"Women's Individual Time Trial, Women's Road Race"
Audrey Tcheumeo,France,22,177.0,78.0,F,4/20/1990,Bondy (FRA),0,0,1,1,Judo,Women's -78kg
Alicja Tchorz,Poland,19,177.0,67.0,F,8/13/1992,Kalisz (POL),0,0,0,0,Swimming,"Women's 100m Backstroke, Women's 200m Backstroke"
Avtandil Tchrikishvili,Georgia,21,182.0,81.0,M,3/18/1991,Gardabani (GEO),0,0,0,0,Judo,Men's -81kg
Mike Tebulo,Malawi,27,176.0,76.0,M,6/5/1985,Zomba (MAW),0,0,0,0,Athletics,Men's Marathon
Jing Yi Tee,Malaysia,21,166.0,50.0,F,2/8/1991,PULAU PINANG,0,0,0,0,Badminton,Women's Singles
Matthew Tegenkamp,United States of America,30,188.0,68.0,M,1/19/1982,Kansas City (USA),0,0,0,0,Athletics,"Men's 10,000m"
Gladys Tejeda,Peru,26,162.0,46.0,F,9/30/1985,Junin (PER),0,0,0,0,Athletics,Women's Marathon
Daniel Teklehaimanot,Eritrea,23,188.0,71.0,M,11/10/1988,DIBARWA (ERI),0,0,0,0,Cycling - Road,Men's Road Race
Minna Telde,Sweden,37,168.0,53.0,F,12/19/1974,ARENTUNA (SWE),0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, SANTANA"
Gonzalo Tellechea,Argentina,27,175.0,63.0,M,7/11/1985,SAN JUAN (ARG),0,0,0,0,Triathlon,Men's Triathlon
Rodman Teltull,Palau,18,170.0,57.0,M,1/29/1994,Koror (PLW),0,0,0,0,Athletics,Men's 100m
Lenur Temirov,Ukraine,22,167.0,66.0,M,1/1/1990,ALMALIK (UZB),0,0,0,0,Wrestling,Men's 60kg Greco-Roman
Stefano Tempesti,Italy,33,205.0,99.0,M,6/9/1979,PRATO (ITA),0,0,0,0,Water Polo,Men's Water Polo
Stephane Tempier,France,26,182.0,62.0,M,3/5/1986,Gap (FRA),0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
Fei Teng,People's Republic of China,24,169.0,65.0,F,1/23/1988,Beijing (CHN),0,0,0,0,Water Polo,Women's Water Polo
Zhiqiang Teng,People's Republic of China,20,184.0,80.0,M,10/26/1991,HUNAN (CHN),0,0,0,0,Canoe Slalom,Men's Canoe Single (C1)
Andrew Tennant,Great Britain,25,192.0,79.0,M,3/9/1987,WOLVERHAMPTON (GBR),0,0,0,0,Cycling - Track,Men's Team Pursuit
Rosa Tenorio Silva,Ecuador,27,163.0,69.0,F,10/2/1984,GUAYAQUIL,0,0,0,0,Weightlifting,Women's 69kg
Viktor Teply,Czech Republic,21,183.0,81.0,M,10/19/1990,Brno  (CZE),0,0,0,0,Sailing,Men's Laser
Aya Terakawa,Japan,27,173.0,60.0,F,11/12/1984,Osaka (JPN),0,0,1,1,Swimming,"Women's 100m Backstroke, Women's 4x100m Medley Relay"
Nicolene Terblanche,South Africa,24,160.0,62.0,F,2/22/1988,GROBLERSDAL (RSA),0,0,0,0,Hockey,Women's Hockey
Jillian Terceira,Bermuda,41,163.0,58.0,F,7/23/1971,Paget (BER),0,0,0,0,Equestrian,"Individual Jumping, BERNADIEN VAN WESTUUR"
Eva Tercelj,Slovenia,20,166.0,57.0,F,1/21/1992,Ljubljana (SLO),0,0,0,0,Canoe Slalom,Women's Kayak (K1)
Viktoriya Tereshchuk,Ukraine,30,171.0,59.0,F,2/18/1982,LUHANSK (UKR),0,0,0,0,Modern Pentathlon,Women's Modern Pentathlon
Josephine Terlecki,Germany,26,183.0,81.0,F,2/17/1986,Weimar (GER),0,0,0,0,Athletics,Women's Shot Put
Niki Terpstra,Netherlands,28,185.0,74.0,M,5/18/1984,Beverwijk (NED),0,0,0,0,Cycling - Road,Men's Road Race
Anthony Terras,France,27,170.0,64.0,M,6/21/1985,Marseille (FRA),0,0,0,0,Shooting,Men's Skeet
Simon Terry,Great Britain,38,180.0,100.0,M,3/27/1974,Stirling,0,0,0,0,Archery,"Men's Individual, Men's Team"
Eloy Teruel Rovira,Spain,29,181.0,73.0,M,11/20/1982,Murcia (ESP),0,0,0,0,Cycling - Track,"Men's Omnium, Men's Team Pursuit"
Kiril Stoychev Terziev,Bulgaria,28,178.0,74.0,M,9/1/1983,PETRICH (BUL),0,0,0,0,Wrestling,Men's 74kg Freestyle
Jana Teschke,Germany,21,168.0,56.0,F,9/22/1990,Hamburg (GER),0,0,0,0,Hockey,Women's Hockey
Luca Tesconi,Italy,30,177.0,73.0,M,1/3/1982,PIETRASANTA (ITA),0,1,0,1,Shooting,Men's 10m Air Pistol
Nguse Tesfaldet,Eritrea,25,180.0,56.0,M,11/10/1986,Asmara (ERI),0,0,0,0,Athletics,"Men's 10,000m"
Mulualem Girma Teshale,Ethiopia,24,179.0,60.0,M,9/12/1987,Ambo (ETH),0,0,0,0,Swimming,Men's 50m Freestyle
Martin Tesovic,Slovakia,37,182.0,105.0,M,10/26/1974,Bratislava (SVK),0,0,0,0,Weightlifting,Men's 105kg
Sergey Tetyukhin,Russian Federation,36,197.0,96.0,M,9/23/1975,FERGANA REGION (),0,0,0,0,Volleyball,Men's Volleyball
Ina Teutenberg,Germany,37,164.0,63.0,F,10/28/1974,Dusseldorf (GER),0,0,0,0,Cycling - Road,Women's Road Race
Teklit Teweldebrhan,Eritrea,18,172.0,65.0,M,10/1/1993,ADI ZEMER (ERI),0,0,0,0,Athletics,Men's 1500m
Witthaya Thamwong,Thailand,24,180.0,82.0,M,9/18/1987,LAMPANG,0,0,0,0,Archery,Men's Individual
Tilak Ram Tharu,Nepal,19,168.0,72.0,M,4/10/1993,NARAYANI (NEP),0,0,0,0,Athletics,Men's 100m
Brianne Theisen,Canada,23,173.0,64.0,F,12/18/1988,Saskatoon (CAN),0,0,0,0,Athletics,Women's Heptathlon
Jurgen Themen,Suriname,26,172.0,75.0,M,10/26/1985,Paramaribo (SUR),0,0,0,0,Athletics,Men's 100m
Argyris Theodoropoulos,Greece,31,187.0,95.0,M,1/13/1981,Athína (GRE),0,0,0,0,Water Polo,Men's Water Polo
Morten Therkildsen,Denmark,28,191.0,86.0,M,9/24/1983,VEJLE (DEN),0,0,0,0,Cycling - BMX,Men's BMX
Zaw Win Thet,Myanmar,21,162.0,55.0,M,3/1/1991,KYONPYAW (MYA),0,0,0,0,Athletics,Men's 400m
Nguyen Thi Thanh Phuc,Vietnam,21,154.0,45.0,F,8/12/1990,DA NANG CITY,0,0,0,0,Athletics,Women's 20km Race Walk
Amy Mbacke Thiam,Senegal,35,185.0,80.0,F,11/19/1976,KEUR BARA THIAM,0,0,0,0,Athletics,Women's 400m
Kerstin Thiele,Germany,25,168.0,70.0,F,8/26/1986,Riesa (GER),0,1,0,1,Judo,Women's -70kg
Nick Thoman,United States of America,26,185.0,84.0,M,3/6/1986,Cincinnati (USA),0,1,0,1,Swimming,"Men's 100m Backstroke, Men's 4x100m Medley Relay"
Donald Thomas,Bahamas,28,190.0,81.0,M,7/1/1984,GRAND BAHAMA ISLAND (BAH),0,0,0,0,Athletics,Men's High Jump
Geraint Thomas,Great Britain,26,183.0,71.0,M,5/25/1986,Cardiff (GBR),0,0,0,0,"Cycling - Road, Cycling - Track",Men's Team Pursuit
Mikel Thomas,Trinidad and Tobago,24,166.0,79.0,M,11/23/1987,Port of Spain (TRI),0,0,0,0,Athletics,Men's 110m Hurdles
Reyare Thomas,Trinidad and Tobago,24,169.0,59.0,F,11/23/1987,MT. HOPE (TRI),0,0,0,0,Athletics,Women's 4 x 100m Relay
Sarah Thomas,Great Britain,31,163.0,59.0,F,1/13/1981,ABERDARE (GBR),0,0,0,0,Hockey,Women's Hockey
Tristan Thomas,Australia,26,185.0,70.0,M,5/23/1986,Brisbane (AUS),0,0,0,0,Athletics,"Men's 400m Hurdles, Men's 4 x 400m Relay"
Christopher Thompson,Great Britain,31,178.0,67.0,M,4/17/1981,BARROW (GBR),0,0,0,0,Athletics,"Men's 10,000m"
Courtney Thompson,United States of America,27,170.0,67.0,F,11/4/1984,Bellevue (USA),0,0,0,0,Volleyball,Women's Volleyball
Cy Thompson,"Virgin Islands, US",24,185.0,83.0,M,7/1/1988,ST. THOMAS (ISV),0,0,0,0,Sailing,Men's Laser
Frank Thompson,United States of America,24,180.0,79.0,M,3/11/1988,ALLIANCE (USA),0,0,0,0,Shooting,Men's Skeet
Richard Thompson,Trinidad and Tobago,27,167.0,77.0,M,6/7/1985,Port of Spain (TRI),0,0,0,0,Athletics,"Men's 100m, Men's 4 x 100m Relay"
Peter Thomsen,Germany,51,183.0,73.0,M,4/4/1961,Flensburg (GER),1,0,0,1,Equestrian,"Individual Eventing, Team Eventing, BARNY"
Brian Thornton,United States of America,27,191.0,82.0,M,4/22/1985,Huntington Beach (USA),0,0,0,0,Volleyball,Men's Volleyball
Saralee Thoungthongkam,Thailand,33,163.0,50.0,F,6/13/1979,BANGKOK,0,0,0,0,Badminton,Mixed Doubles
Aretha Thurmond,United States of America,35,180.0,95.0,F,8/14/1976,Seattle (USA),0,0,0,0,Athletics,Women's Discus Throw
Qing Tian,People's Republic of China,25,168.0,63.0,F,8/19/1986,HUNAN,0,0,0,0,Badminton,Women's Doubles
Pitaya Tibnoke,Thailand,22,176.0,84.0,M,9/21/1989,SURIN,0,0,0,0,Weightlifting,Men's 85kg
Yana Tie,"Hong Kong, China",33,160.0,55.0,F,5/13/1979,HAINAN,0,0,0,0,Table Tennis,"Women's Singles, Women's Team"
Chia Chen Tien,Taipei (Chinese Taipei),28,158.0,55.0,F,12/20/1983,HSINCHU (TPE),0,0,0,0,Shooting,"Women's 10m Air Pistol, Women's 25m Pistol"
Viorica Tigau,Romania,32,172.0,64.0,F,8/12/1979,GALATI (ROU),0,0,0,0,Athletics,Women's Long Jump
Soslan Tigiev,Uzbekistan,28,175.0,74.0,M,10/12/1983,RUSSIA (RUS),0,0,0,0,Wrestling,Men's 74kg Freestyle
Taimuraz Tigiyev,Kazakhstan,30,167.0,96.0,M,1/15/1982,Moscow (RUS),0,0,0,0,Wrestling,Men's 96kg Freestyle
Anna Tikhomirova,Russian Federation,27,162.0,60.0,F,12/4/1984,Samara Region (RUS),0,0,0,0,Table Tennis,Women's Singles
Alexander Tikhonov,Russian Federation,24,183.0,83.0,M,5/4/1988,Chelyabinsk Region (RUS),0,0,0,0,Swimming,"Men's 200m Individual Medley, Men's 400m Individual Medley"
Elena Timina,Netherlands,43,177.0,63.0,F,5/8/1969,MOSKOU (RUS),0,0,0,0,Table Tennis,Women's Team
Mark Todd,New Zealand,56,190.0,82.0,M,3/1/1956,Hamilton (NZL),0,0,1,1,Equestrian,"Individual Eventing, Team Eventing, CAMPINO"
Teodor Todorov,Bulgaria,22,208.0,94.0,M,9/1/1989,MONTANA (BUL),0,0,0,0,Volleyball,Men's Volleyball
Mario Todorovic,Croatia,23,186.0,80.0,M,10/11/1988,Dubrovnik (CRO),0,0,0,0,Swimming,Men's 50m Freestyle
Andreas Toelzer,Germany,32,192.0,145.0,M,1/27/1980,Bonn (GER),0,0,1,1,Judo,Men's +100kg
Bojan Tokic,Slovenia,31,178.0,76.0,M,1/13/1981,JAJCE (BIH),0,0,0,0,Table Tennis,Men's Singles
Bahar Toksoy,Turkey,24,190.0,68.0,F,2/6/1988,KARSIYAKA (TUR),0,0,0,0,Volleyball,Women's Volleyball
Islam Tolba,Egypt,23,178.0,74.0,M,2/8/1989,ALEX. (EGY),0,0,0,0,Wrestling,Men's 74kg Greco-Roman
Braian Toledo,Argentina,18,185.0,92.0,M,9/8/1993,MARCOS PAZ (ARG),0,0,0,0,Athletics,Men's Javelin Throw
Logan Tom,United States of America,31,185.0,75.0,F,5/25/1981,Napa (USA),0,0,0,0,Volleyball,Women's Volleyball
Sergiu Toma,Republic of Moldova,25,180.0,81.0,M,1/29/1987,Chisinau (MDA),0,0,0,0,Judo,Men's -81kg
Dawid Tomala,Poland,22,182.0,66.0,M,8/27/1989,TYCHY (POL),0,0,0,0,Athletics,Men's 20km Race Walk
Adrienn Toth,Hungary,21,173.0,58.0,F,11/24/1990,Budapest (HUN),0,0,0,0,Modern Pentathlon,Women's Modern Pentathlon
Ildiko Toth,Hungary,25,175.0,70.0,F,4/23/1987,Budapest (HUN),0,0,0,0,Water Polo,Women's Water Polo
Krisztina Toth,Hungary,38,164.0,65.0,F,5/29/1974,Miskolc (HUN),0,0,0,0,Table Tennis,Women's Singles
Matej Toth,Slovakia,29,185.0,73.0,M,2/10/1983,Nitra (SVK),0,0,0,0,Athletics,Men's 50km Race Walk
Rustam Totrov,Russian Federation,28,172.0,96.0,M,7/15/1984,VLADIKAVKAZ (RUS),0,0,0,0,Wrestling,Men's 96kg Greco-Roman
Dika Toua,Papua New Guinea,28,150.0,52.0,F,6/23/1984,Port Moresby,0,0,0,0,Weightlifting,Women's 53kg
Yakov Toumarkin,Israel,20,192.0,87.0,M,2/15/1992,Cheliabinsk (RUS),0,0,0,0,Swimming,"Men's 100m Backstroke, Men's 200m Backstroke"
Aissata Toure,Guinea,21,164.0,57.0,F,9/18/1990,CONAKRY (GUI),0,0,0,0,Athletics,Women's 100m
Assita Toure,Côte d'Ivoire,19,160.0,50.0,F,11/24/1992,TREICHVILLE (CIV),0,0,0,0,Swimming,Women's 50m Freestyle
Nicolas Touzaint,France,32,174.0,60.0,M,5/10/1980,ANGERS (FRA),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, HILDAGO DE L'ILE"
Darian Townsend,South Africa,27,195.0,87.0,M,8/28/1984,Durban (RSA),0,0,0,0,Swimming,"Men's 200m Individual Medley, Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay"
le Quoc Toan Tran,Vietnam,23,150.0,56.0,M,4/5/1989,DA NANG CITY,0,0,0,0,Weightlifting,Men's 56kg
Amy Tran-Swensen,United States of America,31,163.0,61.0,F,10/2/1980,Harrisburg (USA),0,0,0,0,Hockey,Women's Hockey
Gabriela Trana,Costa Rica,32,164.0,50.0,F,3/3/1980,ALAJUELA (CRC),0,0,0,0,Athletics,Women's Marathon
Norbert Trandafir,Romania,24,185.0,75.0,M,2/8/1988,TIRGU MURES (ROU),0,0,0,0,Swimming,"Men's 50m Freestyle, Men's 100m Freestyle"
Daniel Tranter,Australia,20,193.0,80.0,M,1/11/1992,CAMPBELLTOWN (AUS),0,0,0,0,Swimming,"Men's 200m Individual Medley, Men's 400m Individual Medley"
Dragan Travica,Italy,25,200.0,94.0,M,8/28/1986,ZAGABRIA (CRO),0,0,0,0,Volleyball,Men's Volleyball
Grete Treier,Estonia,34,170.0,62.0,F,12/12/1977,Tartu (EST),0,0,0,0,Cycling - Road,Women's Road Race
Edzus Treimanis,Latvia,24,182.0,80.0,M,4/21/1988,Valmiera (LAT),0,0,0,0,Cycling - BMX,Men's BMX
David Tremblay,Canada,24,162.0,55.0,M,9/18/1987,Windsor (CAN),0,0,0,0,Wrestling,Men's 55kg Freestyle
Kathy Tremblay,Canada,30,158.0,49.0,F,6/16/1982,ST,0,0,0,0,Triathlon,Women's Triathlon
Jessica Trengove,Australia,24,165.0,50.0,F,8/15/1987,NORTH ADELAIDE (AUS),0,0,0,0,Athletics,Women's Marathon
Pavel Trenikhin,Russian Federation,26,180.0,70.0,M,3/24/1986,Sverdlovsk Region (RUS),0,0,0,0,Athletics,"Men's 400m, Men's 4 x 400m Relay"
Libby Trickett,Australia,27,167.0,64.0,F,1/28/1985,Townsville (AUS),1,0,0,1,Swimming,Women's 4x100m Freestyle Relay
Angelique Trinquier,Monaco,21,175.0,65.0,F,7/16/1991,Monaco (MON),0,0,0,0,Swimming,Women's 100m Backstroke
Denis Tsargush,Russian Federation,24,177.0,74.0,M,9/1/1987,GUDAUTA (),0,0,0,0,Wrestling,Men's 74kg Freestyle
Svetlana Tsarukaeva,Russian Federation,24,162.0,62.0,F,12/25/1987,VLADIKAVKAZ,0,1,0,1,Weightlifting,Women's 63kg
Louis Tsatoumas,Greece,30,186.0,77.0,M,2/12/1982,KALAMATA (GRE),0,0,0,0,Athletics,Men's Long Jump
Ying Suet Tse,"Hong Kong, China",20,165.0,63.0,F,11/9/1991,Hong Kong,0,0,0,0,Badminton,Women's Doubles
Munkhzaya Tsedevsuren,Mongolia,26,165.0,63.0,F,6/13/1986,Ulaanbaatar (MGL),0,0,0,0,Judo,Women's -63kg
Samuel Tsegay,Eritrea,24,176.0,59.0,M,2/24/1988,KUDOFELASI (ERI),0,0,0,0,Athletics,Men's Marathon
Alena Tseliapushkina,Belarus,43,165.0,58.0,F,1/22/1969,KORCHEVJINA VILL. (BLR),0,0,0,0,Equestrian,"Individual Eventing, PASSAT"
Ivan Tsikhan,Belarus,36,184.0,104.0,M,7/24/1976,GLOVSEVICHI (BLR),0,0,0,0,Athletics,Men's Hammer Throw
Rauli Tsirekidze,Georgia,25,174.0,84.0,M,5/24/1987,KUTAISI,0,0,0,0,Weightlifting,Men's 85kg
Soslan Tsirikhov,Russian Federation,27,195.0,125.0,M,11/24/1984,VLADIKAVKAZ (RUS),0,0,0,0,Athletics,Men's Shot Put
Stanislau Tsivonchyk,Belarus,27,182.0,79.0,M,3/5/1985,TIRASPOL (MDA),0,0,0,0,Athletics,Men's Pole Vault
Manuchar Tskhadaia,Georgia,27,165.0,66.0,M,3/19/1985,KHOBI (GEO),0,0,0,0,Wrestling,Men's 66kg Greco-Roman
Adonis Tsotras,Greece,22,184.0,95.0,M,5/9/1990,Marousi (GRE),0,0,0,0,Sailing,Men's Star
Chi Ho Tsui,"Hong Kong, China",22,171.0,62.0,M,2/17/1990,Hong Kong (HKG),0,0,0,0,Athletics,Men's 4 x 100m Relay
Yauhen Tsurkin,Belarus,21,182.0,72.0,M,12/9/1990,Gomel (BLR),0,0,0,0,Swimming,Men's 100m Freestyle
Olena Tsyos,Ukraine,22,166.0,60.0,F,5/9/1990,LUTSK (UKR),0,0,0,0,Cycling - Track,Women's Team Sprint
Kai-Wen Tu,Taipei (Chinese Taipei),21,169.0,66.0,M,6/28/1991,TAICHUNG CITY (TPE),0,0,0,0,Judo,Men's -66kg
Nathaniel Tuamoheloa,American Samoa,18,180.0,88.0,M,6/4/1994,FAGAALU (ASA),0,0,0,0,Wrestling,Men's 96kg Freestyle
Patrick Tuara,Cook Islands,19,168.0,79.0,M,3/22/1993,MANGAIA (COK),0,0,0,0,Athletics,Men's 100m
Maureen Tuimalealiifano,Samoa,41,175.0,70.0,F,10/17/1970,LOTOSOA SALEIMOA,0,0,0,0,Archery,Women's Individual
Blair Tuke,New Zealand,23,181.0,77.0,M,7/25/1989,KAWAKAWA (NZL),0,0,0,0,Sailing,Men's 49er
Ivan Tukhtachev,Russian Federation,23,174.0,60.0,M,7/13/1989,Irkutsk Region (RUS),0,0,0,0,Athletics,Men's 800m
Traisy Vivien Tukiet,Malaysia,18,148.0,50.0,F,2/17/1994,SARAWAK (MAS),0,0,0,0,Diving,Women's 10m Platform
Manueli Tulo,Fiji,22,151.0,56.0,M,3/25/1990,LEVUKA,0,0,0,0,Weightlifting,Men's 56kg
Oguzhan Tuzun,Turkey,29,187.0,121.0,M,10/20/1982,Istanbul (TUR),0,0,0,0,Shooting,Men's Trap
Marharyta Tverdohlib,Ukraine,21,179.0,70.0,F,6/2/1991,POLTAVA REGION (UKR),0,0,0,0,Athletics,Women's Long Jump
Maja Tvrdy,Slovenia,28,170.0,59.0,F,11/20/1983,Ljubljana,0,0,0,0,Badminton,Women's Singles
Georgie Twigg,Great Britain,21,170.0,65.0,F,11/21/1990,Lincoln (GBR),0,0,0,0,Hockey,Women's Hockey
Billy Twomey,Ireland,35,172.0,75.0,M,4/14/1977,Cork (IRL),0,0,0,0,Equestrian,"Individual Jumping, TINKA'S SERENADE"
Daria Tykhova,Ukraine,26,165.0,50.0,F,2/15/1986,KHERSON (UKR),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Jillian Tyler,Canada,23,152.0,65.0,F,9/5/1988,DIDSBURY (CAN),0,0,0,0,Swimming,Women's 100m Breaststroke
Karolina Tyminska,Poland,27,175.0,69.0,F,10/4/1984,Swiebodzin (POL),0,0,0,0,Athletics,Women's Heptathlon
Pavlo Tymoshchenko,Ukraine,25,190.0,75.0,M,10/13/1986,Kiev (UKR),0,0,0,0,Modern Pentathlon,Men's Modern Pentathlon
Aisuluu Tynybekova,Kyrgyzstan,19,170.0,63.0,F,5/4/1993,Bishkek (KGZ),0,0,0,0,Wrestling,Women's 63kg Freestyle
Taehwan Park,Republic of Korea,22,183.0,76.0,M,9/27/1989,Seoul (KOR),0,2,0,2,Swimming,"Men's 200m Freestyle, Men's 400m Freestyle, Men's 1500m Freestyle"
Takaharu Furukawa,Japan,27,174.0,81.0,M,8/9/1984,Aomori,0,1,0,1,Archery,"Men's Individual, Men's Team"
Takuya Haneda,Japan,25,175.0,67.0,M,7/17/1987,TOYOTA (JPN),0,0,0,0,Canoe Slalom,Men's Canoe Single (C1)
Tamara Echegoyen Dominguez,Spain,28,174.0,72.0,F,2/17/1984,OURENSE (ESP),0,0,0,0,Sailing,Women's Elliott 6m
Tamas Kazi,Hungary,27,180.0,68.0,M,5/16/1985,BAJA (HUN),0,0,0,0,Athletics,Men's 800m
Tanel Laanmae,Estonia,22,184.0,89.0,M,9/29/1989,VALGA (EST),0,0,0,0,Athletics,Men's Javelin Throw
Tatiana Drozdovskaya,Belarus,33,175.0,68.0,F,12/6/1978,Minsk (BLR),0,0,0,0,Sailing,Women's Laser Radial
Tatyana Dektyareva,Russian Federation,31,173.0,63.0,F,5/8/1981,Ekaterinburg (RUS),0,0,0,0,Athletics,Women's 100m Hurdles
Tayyiba Haneef-Park,United States of America,33,201.0,88.0,F,3/23/1979,Upland (USA),0,0,0,0,Volleyball,Women's Volleyball
Thomas Edgar,Australia,23,212.0,112.0,M,6/21/1989,BUNDABERG (AUS),0,0,0,0,Volleyball,Men's Volleyball
Tia Hellebaut,Belgium,34,182.0,62.0,F,2/16/1978,Antwerpen (BEL),0,0,0,0,Athletics,Women's High Jump
